rule,order,xi,eta,weight
11,27,0.5933801991374350,0.2033099004312820,0.0593229773807740
11,27,0.2033099004312820,0.2033099004312820,0.0593229773807740
11,27,0.2033099004312820,0.5933801991374350,0.0593229773807740
11,27,0.7612981754348370,0.1193509122825810,0.0361845405034180
11,27,0.1193509122825810,0.1193509122825810,0.0361845405034180
11,27,0.1193509122825810,0.7612981754348370,0.0361845405034180
11,27,0.9352701037774480,0.0323649481112760,0.0136597310026780
11,27,0.0323649481112760,0.0323649481112760,0.0136597310026780
11,27,0.0323649481112760,0.9352701037774480,0.0136597310026780
11,27,0.0501781383104950,0.3566206482612930,0.0523371119622040
11,27,0.3566206482612930,0.5932012134282130,0.0523371119622040
11,27,0.5932012134282130,0.0501781383104950,0.0523371119622040
11,27,0.3566206482612930,0.0501781383104950,0.0523371119622040
11,27,0.5932012134282130,0.3566206482612930,0.0523371119622040
11,27,0.0501781383104950,0.5932012134282130,0.0523371119622040
11,27,0.0210220165361660,0.1714889803040420,0.0207076596391410
11,27,0.1714889803040420,0.8074890031597920,0.0207076596391410
11,27,0.8074890031597920,0.0210220165361660,0.0207076596391410
11,27,0.1714889803040420,0.0210220165361660,0.0207076596391410
11,27,0.8074890031597920,0.1714889803040420,0.0207076596391410
11,27,0.0210220165361660,0.8074890031597920,0.0207076596391410
12,33,0.0235652204523900,0.4882173897738050,0.0257310664404550
12,33,0.4882173897738050,0.4882173897738050,0.0257310664404550
12,33,0.4882173897738050,0.0235652204523900,0.0257310664404550
12,33,0.1205512154110790,0.4397243922944600,0.0436925445380380
12,33,0.4397243922944600,0.4397243922944600,0.0436925445380380
12,33,0.4397243922944600,0.1205512154110790,0.0436925445380380
12,33,0.4575792299757680,0.2712103850121160,0.0628582242178850
12,33,0.2712103850121160,0.2712103850121160,0.0628582242178850
12,33,0.2712103850121160,0.4575792299757680,0.0628582242178850
12,33,0.7448477089168281,0.1275761455415860,0.0347961129307090
12,33,0.1275761455415860,0.1275761455415860,0.0347961129307090
12,33,0.1275761455415860,0.7448477089168281,0.0347961129307090
12,33,0.9573652990935790,0.0213173504532100,0.0061662610515590
12,33,0.0213173504532100,0.0213173504532100,0.0061662610515590
12,33,0.0213173504532100,0.9573652990935790,0.0061662610515590
12,33,0.1153434945346980,0.2757132696855140,0.0403715577663810
12,33,0.2757132696855140,0.6089432357797880,0.0403715577663810
12,33,0.6089432357797880,0.1153434945346980,0.0403715577663810
12,33,0.2757132696855140,0.1153434945346980,0.0403715577663810
12,33,0.6089432357797880,0.2757132696855140,0.0403715577663810
12,33,0.1153434945346980,0.6089432357797880,0.0403715577663810
12,33,0.0228383322222570,0.2813255809899400,0.0223567732023030
12,33,0.2813255809899400,0.6958360867878030,0.0223567732023030
12,33,0.6958360867878030,0.0228383322222570,0.0223567732023030
12,33,0.2813255809899400,0.0228383322222570,0.0223567732023030
12,33,0.6958360867878030,0.2813255809899400,0.0223567732023030
12,33,0.0228383322222570,0.6958360867878030,0.0223567732023030
12,33,0.0257340505483300,0.1162519159075970,0.0173162311086590
12,33,0.1162519159075970,0.8580140335440730,0.0173162311086590
12,33,0.8580140335440730,0.0257340505483300,0.0173162311086590
12,33,0.1162519159075970,0.0257340505483300,0.0173162311086590
12,33,0.8580140335440730,0.1162519159075970,0.0173162311086590
12,33,0.0257340505483300,0.8580140335440730,0.0173162311086590
13,37,0.3333333333333330,0.3333333333333330,0.0525209234008020
13,37,0.0099036301205910,0.4950481849397050,0.0112801452093300
13,37,0.4950481849397050,0.4950481849397050,0.0112801452093300
13,37,0.4950481849397050,0.0099036301205910,0.0112801452093300
13,37,0.0625667297808520,0.4687166351095740,0.0314235183624540
13,37,0.4687166351095740,0.4687166351095740,0.0314235183624540
13,37,0.4687166351095740,0.0625667297808520,0.0314235183624540
13,37,0.1709573263974470,0.4145213368012770,0.0470725025041940
13,37,0.4145213368012770,0.4145213368012770,0.0470725025041940
13,37,0.4145213368012770,0.1709573263974470,0.0470725025041940
13,37,0.5412008559143370,0.2293995720428310,0.0473635865363550
13,37,0.2293995720428310,0.2293995720428310,0.0473635865363550
13,37,0.2293995720428310,0.5412008559143370,0.0473635865363550
13,37,0.7711510096073400,0.1144244951963300,0.0311675290457940
13,37,0.1144244951963300,0.1144244951963300,0.0311675290457940
13,37,0.1144244951963300,0.7711510096073400,0.0311675290457940
13,37,0.9503772172730820,0.0248113913634590,0.0079757714650740
13,37,0.0248113913634590,0.0248113913634590,0.0079757714650740
13,37,0.0248113913634590,0.9503772172730820,0.0079757714650740
13,37,0.0948538283795790,0.2687949970587610,0.0368484027287320
13,37,0.2687949970587610,0.6363511745616600,0.0368484027287320
13,37,0.6363511745616600,0.0948538283795790,0.0368484027287320
13,37,0.2687949970587610,0.0948538283795790,0.0368484027287320
13,37,0.6363511745616600,0.2687949970587610,0.0368484027287320
13,37,0.0948538283795790,0.6363511745616600,0.0368484027287320
13,37,0.0181007732788070,0.2917300667342880,0.0174014633038220
13,37,0.2917300667342880,0.6901691599869050,0.0174014633038220
13,37,0.6901691599869050,0.0181007732788070,0.0174014633038220
13,37,0.2917300667342880,0.0181007732788070,0.0174014633038220
13,37,0.6901691599869050,0.2917300667342880,0.0174014633038220
13,37,0.0181007732788070,0.6901691599869050,0.0174014633038220
13,37,0.0222330766740900,0.1263573854916690,0.0155217868390450
13,37,0.1263573854916690,0.8514095378342410,0.0155217868390450
13,37,0.8514095378342410,0.0222330766740900,0.0155217868390450
13,37,0.1263573854916690,0.0222330766740900,0.0155217868390450
13,37,0.8514095378342410,0.1263573854916690,0.0155217868390450
13,37,0.0222330766740900,0.8514095378342410,0.0155217868390450
14,42,0.0220721792756430,0.4889639103621790,0.0218835813694290
14,42,0.4889639103621790,0.4889639103621790,0.0218835813694290
14,42,0.4889639103621790,0.0220721792756430,0.0218835813694290
14,42,0.1647105613190920,0.4176447193404540,0.0327883535441250
14,42,0.4176447193404540,0.4176447193404540,0.0327883535441250
14,42,0.4176447193404540,0.1647105613190920,0.0327883535441250
14,42,0.4530449433823230,0.2734775283088390,0.0517741045072920
14,42,0.2734775283088390,0.2734775283088390,0.0517741045072920
14,42,0.2734775283088390,0.4530449433823230,0.0517741045072920
14,42,0.6455889351749130,0.1772055324125430,0.0421625887369930
14,42,0.1772055324125430,0.1772055324125430,0.0421625887369930
14,42,0.1772055324125430,0.6455889351749130,0.0421625887369930
14,42,0.8764002338182550,0.0617998830908730,0.0144336996697770
14,42,0.0617998830908730,0.0617998830908730,0.0144336996697770
14,42,0.0617998830908730,0.8764002338182550,0.0144336996697770
14,42,0.9612180775025980,0.0193909612487010,0.0049234036024000
14,42,0.0193909612487010,0.0193909612487010,0.0049234036024000
14,42,0.0193909612487010,0.9612180775025980,0.0049234036024000
14,42,0.0571247574036480,0.1722666878213560,0.0246657532125640
14,42,0.1722666878213560,0.7706085547749960,0.0246657532125640
14,42,0.7706085547749960,0.0571247574036480,0.0246657532125640
14,42,0.1722666878213560,0.0571247574036480,0.0246657532125640
14,42,0.7706085547749960,0.1722666878213560,0.0246657532125640
14,42,0.0571247574036480,0.7706085547749960,0.0246657532125640
14,42,0.0929162493569720,0.3368614597963450,0.0385715107870610
14,42,0.3368614597963450,0.5702222908466830,0.0385715107870610
14,42,0.5702222908466830,0.0929162493569720,0.0385715107870610
14,42,0.3368614597963450,0.0929162493569720,0.0385715107870610
14,42,0.5702222908466830,0.3368614597963450,0.0385715107870610
14,42,0.0929162493569720,0.5702222908466830,0.0385715107870610
14,42,0.0146469500556540,0.2983728821362580,0.0144363081135340
14,42,0.2983728821362580,0.6869801678080880,0.0144363081135340
14,42,0.6869801678080880,0.0146469500556540,0.0144363081135340
14,42,0.2983728821362580,0.0146469500556540,0.0144363081135340
14,42,0.6869801678080880,0.2983728821362580,0.0144363081135340
14,42,0.0146469500556540,0.6869801678080880,0.0144363081135340
14,42,0.0012683309328720,0.1189744976969570,0.0050102288385010
14,42,0.1189744976969570,0.8797571713701710,0.0050102288385010
14,42,0.8797571713701710,0.0012683309328720,0.0050102288385010
14,42,0.1189744976969570,0.0012683309328720,0.0050102288385010
14,42,0.8797571713701710,0.1189744976969570,0.0050102288385010
14,42,0.0012683309328720,0.8797571713701710,0.0050102288385010
15,48,-0.0139458337164860,0.5069729168582430,0.0019168756428490
15,48,0.5069729168582430,0.5069729168582430,0.0019168756428490
15,48,0.5069729168582430,-0.0139458337164860,0.0019168756428490
15,48,0.1371872914339550,0.4314063542830230,0.0442490272711450
15,48,0.4314063542830230,0.4314063542830230,0.0442490272711450
15,48,0.4314063542830230,0.1371872914339550,0.0442490272711450
15,48,0.4446127103057110,0.2776936448471440,0.0511865487188520
15,48,0.2776936448471440,0.2776936448471440,0.0511865487188520
15,48,0.2776936448471440,0.4446127103057110,0.0511865487188520
15,48,0.7470702179174920,0.1264648910412540,0.0236877358706880
15,48,0.1264648910412540,0.1264648910412540,0.0236877358706880
15,48,0.1264648910412540,0.7470702179174920,0.0236877358706880
15,48,0.8583832280506281,0.0708083859746860,0.0132897756900210
15,48,0.0708083859746860,0.0708083859746860,0.0132897756900210
15,48,0.0708083859746860,0.8583832280506281,0.0132897756900210
15,48,0.9620696595178529,0.0189651702410730,0.0047489166081920
15,48,0.0189651702410730,0.0189651702410730,0.0047489166081920
15,48,0.0189651702410730,0.9620696595178529,0.0047489166081920
15,48,0.1337341619666210,0.2613113711400870,0.0385500725995930
15,48,0.2613113711400870,0.6049544668932910,0.0385500725995930
15,48,0.6049544668932910,0.1337341619666210,0.0385500725995930
15,48,0.2613113711400870,0.1337341619666210,0.0385500725995930
15,48,0.6049544668932910,0.2613113711400870,0.0385500725995930
15,48,0.1337341619666210,0.6049544668932910,0.0385500725995930
15,48,0.0363666773969170,0.3880467670902690,0.0272158143206240
15,48,0.3880467670902690,0.5755865555128140,0.0272158143206240
15,48,0.5755865555128140,0.0363666773969170,0.0272158143206240
15,48,0.3880467670902690,0.0363666773969170,0.0272158143206240
15,48,0.5755865555128140,0.3880467670902690,0.0272158143206240
15,48,0.0363666773969170,0.5755865555128140,0.0272158143206240
15,48,-0.0101748831265710,0.2857122200499160,0.0021820773667970
15,48,0.2857122200499160,0.7244626630766550,0.0021820773667970
15,48,0.7244626630766550,-0.0101748831265710,0.0021820773667970
15,48,0.2857122200499160,-0.0101748831265710,0.0021820773667970
15,48,0.7244626630766550,0.2857122200499160,0.0021820773667970
15,48,-0.0101748831265710,0.7244626630766550,0.0021820773667970
15,48,0.0368438698758780,0.2155996640722840,0.0215053198477310
15,48,0.2155996640722840,0.7475564660518380,0.0215053198477310
15,48,0.7475564660518380,0.0368438698758780,0.0215053198477310
15,48,0.2155996640722840,0.0368438698758780,0.0215053198477310
15,48,0.7475564660518380,0.2155996640722840,0.0215053198477310
15,48,0.0368438698758780,0.7475564660518380,0.0215053198477310
15,48,0.0124598093311990,0.1035756165763860,0.0076739426310490
15,48,0.1035756165763860,0.8839645740924160,0.0076739426310490
15,48,0.8839645740924160,0.0124598093311990,0.0076739426310490
15,48,0.1035756165763860,0.0124598093311990,0.0076739426310490
15,48,0.8839645740924160,0.1035756165763860,0.0076739426310490
15,48,0.0124598093311990,0.8839645740924160,0.0076739426310490
16,52,0.3333333333333330,0.3333333333333330,0.0468756974276420
16,52,0.0052389161031230,0.4973805419484380,0.0064058785785850
16,52,0.4973805419484380,0.4973805419484380,0.0064058785785850
16,52,0.4973805419484380,0.0052389161031230,0.0064058785785850
16,52,0.1730611229012950,0.4134694385493520,0.0417102967393870
16,52,0.4134694385493520,0.4134694385493520,0.0417102967393870
16,52,0.4134694385493520,0.1730611229012950,0.0417102967393870
16,52,0.0590828018660170,0.4704585990669910,0.0268914842500640
16,52,0.4704585990669910,0.4704585990669910,0.0268914842500640
16,52,0.4704585990669910,0.0590828018660170,0.0268914842500640
16,52,0.5188925000609580,0.2405537499695210,0.0421325227616500
16,52,0.2405537499695210,0.2405537499695210,0.0421325227616500
16,52,0.2405537499695210,0.5188925000609580,0.0421325227616500
16,52,0.7040684115548540,0.1479657942225730,0.0300002668427730
16,52,0.1479657942225730,0.1479657942225730,0.0300002668427730
16,52,0.1479657942225730,0.7040684115548540,0.0300002668427730
16,52,0.8490696246850520,0.0754651876574740,0.0142000989250240
16,52,0.0754651876574740,0.0754651876574740,0.0142000989250240
16,52,0.0754651876574740,0.8490696246850520,0.0142000989250240
16,52,0.9668071947539500,0.0165964026230250,0.0035824623512730
16,52,0.0165964026230250,0.0165964026230250,0.0035824623512730
16,52,0.0165964026230250,0.9668071947539500,0.0035824623512730
16,52,0.1035756922452520,0.2965555965798870,0.0327731474606270
16,52,0.2965555965798870,0.5998687111748610,0.0327731474606270
16,52,0.5998687111748610,0.1035756922452520,0.0327731474606270
16,52,0.2965555965798870,0.1035756922452520,0.0327731474606270
16,52,0.5998687111748610,0.2965555965798870,0.0327731474606270
16,52,0.1035756922452520,0.5998687111748610,0.0327731474606270
16,52,0.0200834116554160,0.3377230634030790,0.0152983062484410
16,52,0.3377230634030790,0.6421935249415049,0.0152983062484410
16,52,0.6421935249415049,0.0200834116554160,0.0152983062484410
16,52,0.3377230634030790,0.0200834116554160,0.0152983062484410
16,52,0.6421935249415049,0.3377230634030790,0.0152983062484410
16,52,0.0200834116554160,0.6421935249415049,0.0152983062484410
16,52,-0.0043410026141390,0.2047482816428120,0.0023862441928390
16,52,0.2047482816428120,0.7995927209713271,0.0023862441928390
16,52,0.7995927209713271,-0.0043410026141390,0.0023862441928390
16,52,0.2047482816428120,-0.0043410026141390,0.0023862441928390
16,52,0.7995927209713271,0.2047482816428120,0.0023862441928390
16,52,-0.0043410026141390,0.7995927209713271,0.0023862441928390
16,52,0.0419417864680100,0.1893584921306230,0.0190847927558990
16,52,0.1893584921306230,0.7686997214013680,0.0190847927558990
16,52,0.7686997214013680,0.0419417864680100,0.0190847927558990
16,52,0.1893584921306230,0.0419417864680100,0.0190847927558990
16,52,0.7686997214013680,0.1893584921306230,0.0190847927558990
16,52,0.0419417864680100,0.7686997214013680,0.0190847927558990
16,52,0.0143173202306810,0.0852836156826570,0.0068500545465420
16,52,0.0852836156826570,0.9003990640866610,0.0068500545465420
16,52,0.9003990640866610,0.0143173202306810,0.0068500545465420
16,52,0.0852836156826570,0.0143173202306810,0.0068500545465420
16,52,0.9003990640866610,0.0852836156826570,0.0068500545465420
16,52,0.0143173202306810,0.9003990640866610,0.0068500545465420
17,61,0.3333333333333330,0.3333333333333330,0.0334371992908030
17,61,0.0056589188864520,0.4971705405567740,0.0050934154405070
17,61,0.4971705405567740,0.4971705405567740,0.0050934154405070
17,61,0.4971705405567740,0.0056589188864520,0.0050934154405070
17,61,0.0356473547507510,0.4821763226246250,0.0146708645276380
17,61,0.4821763226246250,0.4821763226246250,0.0146708645276380
17,61,0.4821763226246250,0.0356473547507510,0.0146708645276380
17,61,0.0995200619584370,0.4502399690207820,0.0243508783536720
17,61,0.4502399690207820,0.4502399690207820,0.0243508783536720
17,61,0.4502399690207820,0.0995200619584370,0.0243508783536720
17,61,0.1994675212452060,0.4002662393773970,0.0311075508689690
17,61,0.4002662393773970,0.4002662393773970,0.0311075508689690
17,61,0.4002662393773970,0.1994675212452060,0.0311075508689690
17,61,0.4957174640580950,0.2521412679709530,0.0312571112186200
17,61,0.2521412679709530,0.2521412679709530,0.0312571112186200
17,61,0.2521412679709530,0.4957174640580950,0.0312571112186200
17,61,0.6759059906830770,0.1620470046584610,0.0248156543396650
17,61,0.1620470046584610,0.1620470046584610,0.0248156543396650
17,61,0.1620470046584610,0.6759059906830770,0.0248156543396650
17,61,0.8482482354785080,0.0758758822607460,0.0140560730705570
17,61,0.0758758822607460,0.0758758822607460,0.0140560730705570
17,61,0.0758758822607460,0.8482482354785080,0.0140560730705570
17,61,0.9686905460643560,0.0156547269678220,0.0031946761737790
17,61,0.0156547269678220,0.0156547269678220,0.0031946761737790
17,61,0.0156547269678220,0.9686905460643560,0.0031946761737790
17,61,0.0101869288269190,0.3343198673636580,0.0081196553189930
17,61,0.3343198673636580,0.6554932038094230,0.0081196553189930
17,61,0.6554932038094230,0.0101869288269190,0.0081196553189930
17,61,0.3343198673636580,0.0101869288269190,0.0081196553189930
17,61,0.6554932038094230,0.3343198673636580,0.0081196553189930
17,61,0.0101869288269190,0.6554932038094230,0.0081196553189930
17,61,0.1354408716710360,0.2922215377969440,0.0268057422831630
17,61,0.2922215377969440,0.5723375905320200,0.0268057422831630
17,61,0.5723375905320200,0.1354408716710360,0.0268057422831630
17,61,0.2922215377969440,0.1354408716710360,0.0268057422831630
17,61,0.5723375905320200,0.2922215377969440,0.0268057422831630
17,61,0.1354408716710360,0.5723375905320200,0.0268057422831630
17,61,0.0544239242905830,0.3195748854231900,0.0184599932108220
17,61,0.3195748854231900,0.6260011902862280,0.0184599932108220
17,61,0.6260011902862280,0.0544239242905830,0.0184599932108220
17,61,0.3195748854231900,0.0544239242905830,0.0184599932108220
17,61,0.6260011902862280,0.3195748854231900,0.0184599932108220
17,61,0.0544239242905830,0.6260011902862280,0.0184599932108220
17,61,0.0128685608336370,0.1907042241922920,0.0084768685343280
17,61,0.1907042241922920,0.7964272149740710,0.0084768685343280
17,61,0.7964272149740710,0.0128685608336370,0.0084768685343280
17,61,0.1907042241922920,0.0128685608336370,0.0084768685343280
17,61,0.7964272149740710,0.1907042241922920,0.0084768685343280
17,61,0.0128685608336370,0.7964272149740710,0.0084768685343280
17,61,0.0671657824135240,0.1804832116487460,0.0182927967700250
17,61,0.1804832116487460,0.7523510059377290,0.0182927967700250
17,61,0.7523510059377290,0.0671657824135240,0.0182927967700250
17,61,0.1804832116487460,0.0671657824135240,0.0182927967700250
17,61,0.7523510059377290,0.1804832116487460,0.0182927967700250
17,61,0.0671657824135240,0.7523510059377290,0.0182927967700250
17,61,0.0146631822248280,0.0807113136795640,0.0066656320041650
17,61,0.0807113136795640,0.9046255040956080,0.0066656320041650
17,61,0.9046255040956080,0.0146631822248280,0.0066656320041650
17,61,0.0807113136795640,0.0146631822248280,0.0066656320041650
17,61,0.9046255040956080,0.0807113136795640,0.0066656320041650
17,61,0.0146631822248280,0.9046255040956080,0.0066656320041650
18,70,0.3333333333333330,0.3333333333333330,0.0308099399376470
18,70,0.0133103827381570,0.4933448086309210,0.0090724366794040
18,70,0.4933448086309210,0.4933448086309210,0.0090724366794040
18,70,0.4933448086309210,0.0133103827381570,0.0090724366794040
18,70,0.0615788115160860,0.4692105942419570,0.0187613169395940
18,70,0.4692105942419570,0.4692105942419570,0.0187613169395940
18,70,0.4692105942419570,0.0615788115160860,0.0187613169395940
18,70,0.1274372082259890,0.4362813958870060,0.0194410979854770
18,70,0.4362813958870060,0.4362813958870060,0.0194410979854770
18,70,0.4362813958870060,0.1274372082259890,0.0194410979854770
18,70,0.2103076586531680,0.3948461706734160,0.0277539486108100
18,70,0.3948461706734160,0.3948461706734160,0.0277539486108100
18,70,0.3948461706734160,0.2103076586531680,0.0277539486108100
18,70,0.5004108623936860,0.2497945688031570,0.0322562253514570
18,70,0.2497945688031570,0.2497945688031570,0.0322562253514570
18,70,0.2497945688031570,0.5004108623936860,0.0322562253514570
18,70,0.6771356125123150,0.1614321937438430,0.0250740326169220
18,70,0.1614321937438430,0.1614321937438430,0.0250740326169220
18,70,0.1614321937438430,0.6771356125123150,0.0250740326169220
18,70,0.8468035450292570,0.0765982274853710,0.0152719279718320
18,70,0.0765982274853710,0.0765982274853710,0.0152719279718320
18,70,0.0765982274853710,0.8468035450292570,0.0152719279718320
18,70,0.9514951212931000,0.0242524393534500,0.0067939220229630
18,70,0.0242524393534500,0.0242524393534500,0.0067939220229630
18,70,0.0242524393534500,0.9514951212931000,0.0067939220229630
18,70,0.9137072655660710,0.0431463672169650,-0.0022230987299200
18,70,0.0431463672169650,0.0431463672169650,-0.0022230987299200
18,70,0.0431463672169650,0.9137072655660710,-0.0022230987299200
18,70,0.0084305362024200,0.3589114949409440,0.0063319140764060
18,70,0.3589114949409440,0.6326579688566361,0.0063319140764060
18,70,0.6326579688566361,0.0084305362024200,0.0063319140764060
18,70,0.3589114949409440,0.0084305362024200,0.0063319140764060
18,70,0.6326579688566361,0.3589114949409440,0.0063319140764060
18,70,0.0084305362024200,0.6326579688566361,0.0063319140764060
18,70,0.1311865517371880,0.2944024767519570,0.0272575380491380
18,70,0.2944024767519570,0.5744109715108550,0.0272575380491380
18,70,0.5744109715108550,0.1311865517371880,0.0272575380491380
18,70,0.2944024767519570,0.1311865517371880,0.0272575380491380
18,70,0.5744109715108550,0.2944024767519570,0.0272575380491380
18,70,0.1311865517371880,0.5744109715108550,0.0272575380491380
18,70,0.0502031515656750,0.3250178016418140,0.0176767856494650
18,70,0.3250178016418140,0.6247790467925119,0.0176767856494650
18,70,0.6247790467925119,0.0502031515656750,0.0176767856494650
